Region,Date,Frequency,Estimated Unemployment Rate (%),Estimated Employed,Estimated Labour Participation Rate (%),Area,Estimated Employment Rate (%),Estimated Labor Force,Estimated Unemployed,Estimated Working Population Proxy,Year,Month_Name,Is_Lockdown_Period
Tripura,31-07-2019,Monthly,25.81,410583.0,59.1,Urban,74.19,553421,142838,936414,2019,July,0
Tripura,31-08-2019,Monthly,25.49,975501.0,58.29,Rural,74.51,1309222,333721,2246048,2019,August,0
Tripura,31-08-2019,Monthly,33.45,368977.0,59.07,Urban,66.55,554436,185459,938608,2019,August,0
Tripura,30-09-2019,Monthly,30.23,1034408.0,65.9,Rural,69.77,1482597,448189,2249768,2019,September,0
Tripura,30-09-2019,Monthly,33.57,418043.0,66.9,Urban,66.43,629299,211256,940655,2019,September,0
Tripura,31-10-2019,Monthly,27.54,1113764.0,68.21,Rural,72.46000000000001,1537074,423310,2253444,2019,October,0
Tripura,31-10-2019,Monthly,26.67,414808.0,60.0,Urban,73.33,565673,150865,942788,2019,October,0
Tripura,30-11-2019,Monthly,25.25,1084633.0,64.29,Rural,74.75,1451014,366381,2256982,2019,November,0
Tripura,30-11-2019,Monthly,27.15,427700.0,62.14,Urban,72.85,587097,159397,944797,2019,November,0
Tripura,31-12-2019,Monthly,26.53,1046878.0,63.02,Rural,73.47,1424905,378027,2261037,2019,December,0
Tripura,31-12-2019,Monthly,33.48,399427.0,63.41,Urban,66.52000000000001,600462,201035,946951,2019,December,0
Tripura,31-01-2020,Monthly,31.91,1057975.0,68.61,Rural,68.09,1553789,495814,2264669,2020,January,0
Tripura,31-01-2020,Monthly,34.37,450155.0,72.26,Urban,65.63,685898,235743,949209,2020,January,0
Tripura,29-02-2020,Monthly,26.22,1169347.0,69.88,Rural,73.78,1584911,415564,2268046,2020,February,0
Tripura,29-02-2020,Monthly,33.88,415339.0,66.04,Urban,66.12,628159,212820,951180,2020,February,0
Tripura,31-03-2020,Monthly,31.61,1060946.0,68.28,Rural,68.39,1551317,490371,2271994,2020,March,0
Tripura,31-03-2020,Monthly,25.69,450271.0,63.56,Urban,74.31,605936,155665,953329,2020,March,0
Tripura,30-04-2020,Monthly,43.64,675083.0,52.63,Rural,56.36,1197805,522722,2275898,2020,April,1
Tripura,30-04-2020,Monthly,34.88,296431.0,47.65,Urban,65.12,455207,158776,955314,2020,April,1
Tripura,31-05-2020,Monthly,14.71,911789.0,46.9,Rural,85.28999999999999,1069046,157257,2279415,2020,May,1
Tripura,31-05-2020,Monthly,16.78,384999.0,48.31,Urban,83.22,462628,77629,957624,2020,May,1
Tripura,30-06-2020,Monthly,18.84,1106978.0,59.74,Rural,81.16,1363945,256967,2283136,2020,June,1
Tripura,30-06-2020,Monthly,27.47,391015.0,56.17,Urban,72.53,539108,148093,959779,2020,June,1
Uttar Pradesh,31-05-2019,Monthly,10.26,43287808.0,39.96,Rural,89.74,48236916,4949108,120713002,2019,May,0
Uttar Pradesh,31-05-2019,Monthly,14.4,13391244.0,40.43,Urban,85.6,15643977,2252733,38693981,2019,May,0
Uttar Pradesh,30-06-2019,Monthly,11.13,42276572.0,39.32,Rural,88.87,47571252,5294680,120984874,2019,June,0
Uttar Pradesh,30-06-2019,Monthly,11.62,13624452.0,39.75,Urban,88.38,15415764,1791312,38781796,2019,June,0
Uttar Pradesh,31-07-2019,Monthly,9.19,42697000.0,38.78,Rural,90.81,47017950,4320950,121242779,2019,July,0
Uttar Pradesh,31-07-2019,Monthly,11.8,13862431.0,40.43,Urban,88.2,15717042,1854611,38874702,2019,July,0
Uttar Pradesh,31-08-2019,Monthly,11.47,43298746.0,40.24,Rural,88.53,48908558,5609812,121542141,2019,August,0
Uttar Pradesh,31-08-2019,Monthly,14.73,13580241.0,40.87,Urban,85.27,15926165,2345924,38967862,2019,August,0
Uttar Pradesh,30-09-2019,Monthly,6.45,44198762.0,38.79,Rural,93.55,47246138,3047376,121799788,2019,September,0
Uttar Pradesh,30-09-2019,Monthly,13.58,13522970.0,40.07,Urban,86.42,15647963,2124993,39051568,2019,September,0
Uttar Pradesh,31-10-2019,Monthly,10.18,42833265.0,39.07,Rural,89.82,47687892,4854627,122057570,2019,October,0
Uttar Pradesh,31-10-2019,Monthly,10.35,13938303.0,39.71,Urban,89.65,15547466,1609163,39152520,2019,October,0
Uttar Pradesh,30-11-2019,Monthly,6.94,43261530.0,38.01,Rural,93.06,46487782,3226252,122304083,2019,November,0
Uttar Pradesh,30-11-2019,Monthly,11.31,14128888.0,40.6,Urban,88.69,15930644,1801756,39238039,2019,November,0
Uttar Pradesh,31-12-2019,Monthly,8.43,44640087.0,39.77,Rural,91.57,48749685,4109598,122579043,2019,December,0
Uttar Pradesh,31-12-2019,Monthly,12.37,13857200.0,40.21,Urban,87.63,15813306,1956106,39326799,2019,December,0
Uttar Pradesh,31-01-2020,Monthly,6.06,45777509.0,39.67,Rural,93.94,48730582,2953073,122839885,2020,January,0
Uttar Pradesh,31-01-2020,Monthly,12.34,13656250.0,39.52,Urban,87.66,15578656,1922406,39419677,2020,January,0
Uttar Pradesh,29-02-2020,Monthly,8.12,44257432.0,39.13,Rural,91.88,48168733,3911301,123099241,2020,February,0
Uttar Pradesh,29-02-2020,Monthly,11.65,13803099.0,39.54,Urban,88.35,15623202,1820103,39512398,2020,February,0
Uttar Pradesh,31-03-2020,Monthly,9.37,43086706.0,38.53,Rural,90.63,47541328,4454622,123387824,2020,March,0
Uttar Pradesh,31-03-2020,Monthly,12.32,13889632.0,40.0,Urban,87.68,15841277,1951645,39603193,2020,March,0
Uttar Pradesh,30-04-2020,Monthly,19.92,39970677.0,40.37,Rural,80.08,49913433,9942756,123639913,2020,April,1
Uttar Pradesh,30-04-2020,Monthly,26.94,10944379.0,37.74,Urban,73.06,14979988,4035609,39692601,2020,April,1
Uttar Pradesh,31-05-2020,Monthly,16.89,38640999.0,37.52,Rural,83.11,46493802,7852803,123917383,2020,May,1
Uttar Pradesh,31-05-2020,Monthly,32.06,11111486.0,41.1,Urban,67.94,16354851,5243365,39792826,2020,May,1
Uttar Pradesh,30-06-2020,Monthly,8.51,41908909.0,36.89,Rural,91.49,45807093,3898184,124172113,2020,June,1
Uttar Pradesh,30-06-2020,Monthly,13.05,13208724.0,38.09,Urban,86.95,15191172,1982448,39882310,2020,June,1
Uttarakhand,31-05-2019,Monthly,1.63,2108044.0,37.47,Rural,98.37,2142974,34930,5719174,2019,May,0
Uttarakhand,31-05-2019,Monthly,9.17,676797.0,26.33,Urban,90.83,745125,68328,2829947,2019,May,0
Uttarakhand,30-06-2019,Monthly,4.65,2021553.0,37.01,Rural,95.35,2120139,98586,5728558,2019,June,0
Uttarakhand,30-06-2019,Monthly,4.69,906889.0,33.54,Urban,95.31,951515,44626,2836956,2019,June,0
Uttarakhand,31-07-2019,Monthly,5.74,2000524.0,36.97,Rural,94.26,2122347,121823,5740727,2019,July,0
Uttarakhand,31-07-2019,Monthly,6.94,859900.0,32.48,Urban,93.06,924028,64128,2844912,2019,July,0
Uttarakhand,31-08-2019,Monthly,6.11,1911380.0,35.39,Rural,93.89,2035765,124385,5752374,2019,August,0
Uttarakhand,31-08-2019,Monthly,7.43,823967.0,31.21,Urban,92.57,890102,66135,2851975,2019,August,0
Uttarakhand,30-09-2019,Monthly,3.47,2157845.0,38.79,Rural,96.53,2235414,77569,5762861,2019,September,0
Uttarakhand,30-09-2019,Monthly,9.62,711150.0,27.51,Urban,90.38,786844,75694,2860212,2019,September,0
Uttarakhand,31-10-2019,Monthly,4.83,2027662.0,36.9,Rural,95.17,2130568,102906,5773898,2019,October,0
Uttarakhand,31-10-2019,Monthly,4.72,925174.0,33.87,Urban,95.28,971005,45831,2866860,2019,October,0
Uttarakhand,30-11-2019,Monthly,5.56,2007113.0,36.73,Rural,94.44,2125278,118165,5786220,2019,November,0
Uttarakhand,30-11-2019,Monthly,6.34,904903.0,33.61,Urban,93.66,966157,61254,2874613,2019,November,0
Uttarakhand,31-12-2019,Monthly,4.52,1947566.0,35.19,Rural,95.48,2039763,92197,5796429,2019,December,0
Uttarakhand,31-12-2019,Monthly,7.39,844779.0,31.65,Urban,92.61,912190,67411,2882116,2019,December,0
Uttarakhand,31-01-2020,Monthly,4.17,1986386.0,35.69,Rural,95.83,2072823,86437,5807853,2020,January,0
Uttarakhand,31-01-2020,Monthly,8.92,725253.0,27.55,Urban,91.08,796281,71028,2890313,2020,January,0
Uttarakhand,29-02-2020,Monthly,4.85,2057523.0,37.16,Rural,95.15,2162399,104876,5819159,2020,February,0
Uttarakhand,29-02-2020,Monthly,5.28,963408.0,35.11,Urban,94.72,1017111,53703,2896928,2020,February,0
Uttarakhand,31-03-2020,Monthly,8.15,889245.0,33.33,Urban,91.85,968149,78904,2904738,2020,March,0
Uttarakhand,30-04-2020,Monthly,3.66,1972074.0,35.04,Rural,96.34,2046994,74920,5841878,2020,April,1
Uttarakhand,30-04-2020,Monthly,13.18,748041.0,29.59,Urban,86.82,861600,113559,2911794,2020,April,1
Uttarakhand,31-05-2020,Monthly,3.57,1915482.0,33.94,Rural,96.43,1986396,70914,5852670,2020,May,1
Uttarakhand,31-05-2020,Monthly,17.36,778590.0,32.27,Urban,82.64,942147,163557,2919574,2020,May,1
Uttarakhand,30-06-2020,Monthly,10.71,1675441.0,32.0,Rural,89.28999999999999,1876404,200963,5863762,2020,June,1
Uttarakhand,30-06-2020,Monthly,5.08,989470.0,35.61,Urban,94.92,1042425,52955,2927338,2020,June,1
West Bengal,31-05-2019,Monthly,6.02,23452875.0,46.41,Rural,93.98,24955177,1502302,53771120,2019,May,0
West Bengal,31-05-2019,Monthly,7.25,11306177.0,46.37,Urban,92.75,12189948,883771,26288437,2019,May,0
West Bengal,30-06-2019,Monthly,5.85,25543465.0,50.36,Rural,94.15,27130605,1587140,53873323,2019,June,0
West Bengal,30-06-2019,Monthly,7.38,10611498.0,43.51,Urban,92.62,11457027,845529,26331939,2019,June,0
West Bengal,31-07-2019,Monthly,5.62,24857807.0,48.78,Rural,94.38,26338003,1480196,53993446,2019,July,0
West Bengal,31-07-2019,Monthly,7.91,10779829.0,44.38,Urban,92.09,11705754,925925,26376192,2019,July,0
West Bengal,31-08-2019,Monthly,5.58,24924827.0,48.79,Rural,94.42,26397826,1472999,54104992,2019,August,0
West Bengal,31-08-2019,Monthly,7.27,11456493.0,46.77,Urban,92.73,12354678,898185,26415818,2019,August,0
West Bengal,30-09-2019,Monthly,5.26,25610773.0,49.87,Rural,94.74,27032693,1421920,54206322,2019,September,0
West Bengal,30-09-2019,Monthly,7.79,11158649.0,45.74,Urban,92.21,12101344,942695,26456807,2019,September,0
West Bengal,31-10-2019,Monthly,6.78,24353018.0,48.09,Rural,93.22,26124242,1771224,54323646,2019,October,0
West Bengal,31-10-2019,Monthly,7.83,10563686.0,43.25,Urban,92.17,11461089,897403,26499628,2019,October,0
West Bengal,30-11-2019,Monthly,5.83,25630359.0,50.0,Rural,94.17,27217117,1586758,54434234,2019,November,0
West Bengal,30-11-2019,Monthly,6.61,10768462.0,43.44,Urban,93.39,11530637,762175,26543824,2019,November,0
West Bengal,31-12-2019,Monthly,5.79,24906239.0,48.47,Rural,94.21,26436938,1530699,54542888,2019,December,0
West Bengal,31-12-2019,Monthly,7.24,11335696.0,45.97,Urban,92.76,12220457,884761,26583548,2019,December,0
West Bengal,31-01-2020,Monthly,6.79,24612171.0,48.3,Rural,93.21,26405076,1792905,54668894,2020,January,0
West Bengal,31-01-2020,Monthly,7.27,11208617.0,45.39,Urban,92.73,12087369,878752,26630026,2020,January,0
West Bengal,29-02-2020,Monthly,3.78,26093009.0,49.51,Rural,96.22,27118072,1025063,54772919,2020,February,0
West Bengal,29-02-2020,Monthly,7.55,10871168.0,44.09,Urban,92.45,11758970,887802,26670379,2020,February,0
West Bengal,31-03-2020,Monthly,7.02,25097812.0,49.18,Rural,92.98,26992700,1894888,54885522,2020,March,0
West Bengal,31-03-2020,Monthly,6.67,10806105.0,43.34,Urban,93.33,11578383,772278,26715236,2020,March,0
West Bengal,30-04-2020,Monthly,18.32,17639370.0,39.27,Rural,81.68,21595703,3956333,54992877,2020,April,1
West Bengal,30-04-2020,Monthly,15.63,9299466.0,41.2,Urban,84.37,11022243,1722777,26753016,2020,April,1
West Bengal,31-05-2020,Monthly,18.43,19115772.0,42.53,Rural,81.57,23434807,4319035,55101827,2020,May,1
West Bengal,31-05-2020,Monthly,15.22,9240903.0,40.67,Urban,84.78,10899862,1658959,26800743,2020,May,1
West Bengal,30-06-2020,Monthly,4.94,21225887.0,40.44,Rural,95.06,22328936,1103049,55214976,2020,June,1
West Bengal,30-06-2020,Monthly,9.86,9088931.0,37.57,Urban,90.14,10083127,994196,26838242,2020,June,1
